"Ticker Symbol","Company Name","Phone Number","Fax Number","Address","Website","Index Membership","Sector","Industry","Full Time Employees"
"FFDF","FFD Financial Corp.","330-364-7777","330-364-7779","321 North Wooster Avenue Dover,         OH 44622 United States -","","N/A","Financial","Savings & Loans","51"
"FTWR","FiberTower Corporation","415-659-3500","415-659-0007","185 Berry Street Suite 4800 San Francisco,         CA 94107","","N/A","Technology","Wireless Communications","138"
"FSBI","Fidelity Bancorp Inc.","412-367-3300","412-364-6504","1009 Perry Highway Pittsburgh,         PA 15237 United States -","","N/A","Financial","Regional - Northeast Banks","132"
"ONEQ","","","","","","","","",""
"LION","Fidelity Southern Corporation","404-639-6500","404-814-8060","3490 Piedmont Road Suite 1550 Atlanta,         GA 30305","","N/A","Financial","Regional - Mid-Atlantic Banks","559"
"FDUS","Fidus Investment Corporation","847-859-3940","","1603 Orrington Avenue Suite 820 Evanston,         IL 60201","","","","",""
"FSC","","","","","","","","",""
"FITB","Fifth Third Bancorp","800-972-3030","513-579-6246","38 Fountain Square Plaza Fifth Third Center Cincinnati,         OH 45263","","N/A","Financial","Regional - Midwest Banks","21,172"
"FITBP","Fifth Third Bancorp","800-972-3030","513-579-6246","38 Fountain Square Plaza Fifth Third Center Cincinnati,         OH 45263","","N/A","N/A","N/A","21,172"
"FNGN","Financial Engines, Inc.","650-565-4900","650-565-4905","1804 Embarcadero Road Palo Alto,         CA 94303 United States -","","N/A","Financial","Asset Management","303"
"FISI","Financial Institutions Inc.","585-786-1100","718-786-5254","220 Liberty Street Warsaw,         NY 14569-1465 United States -","","N/A","Financial","Regional - Mid-Atlantic Banks","616"
"FNSR","Finisar Corp.","408-548-1000","408-541-6138","1389 Moffett Park Drive Sunnyvale,         CA 94089 United States -","","N/A","Technology","Networking & Communication Devices","8,065"
"FABK","First Advantage Bancorp.","931-552-6176","","1430 Madison Street Clarksville,         TN 37040 United States -","","","","",""
"FBNC","First Bancorp","910-576-6171","910-576-1010","341 North Main Street Troy,         NC 27371-0508 United States -","","N/A","Financial","Regional - Mid-Atlantic Banks","753"
"FNLC","The First Bancorp, Inc.","207-563-3195","207-563-6853","223 Main Street Damariscotta,         ME 04543 United States -","","N/A","Financial","Regional - Northeast Banks","207"
"FBSI","First Bancshares Inc.","417-926-5151","417-926-4362","142 East First Street Mountain Grove,         MO 65711 United States -","","N/A","Financial","Savings & Loans","75"
"BUSE","First Busey Corporation","217-365-4516","","100 West University Avenue Champaign,         IL 61820 United States -","","","","",""
"FBIZ","First Business Financial Services, Inc.","608-238-8008","608-232-5975","401 Charmany Drive Madison,         WI 53719 United States -","","N/A","Financial","Regional - Midwest Banks","124"
"FCAL","First California Financial Group, Inc.","805-322-9655","805-379-8833","3027 Townsgate Road Suite 300 Westlake Village,         CA 91361","","N/A","Financial","Regional - Pacific Banks","296"
"FCVA","First Capital Bancorp, Inc.","804-273-1160","804-527-0195","4222 Cox Road Suite 200 Glen Allen,         VA 23060","","N/A","Financial","Money Center Banks","82"
"FCAP","First Capital Inc.","812-738-2198","812-738-2202","220 Federal Drive NW Corydon,         IN 47112 United States -","","N/A","Financial","Savings & Loans","118"
"FCFS","First Cash Financial Services Inc.","817-460-3947","817-461-7019","690 East Lamar Boulevard Suite 400 Arlington,         TX 76011","","N/A","Financial","Credit Services","4,700"
"FCZA","First Citizens Banc Corp.","419-625-4121","419-627-3359","100 East Water Street PO Box 5016 Sandusky,         OH 44870","","N/A","Financial","Regional - Pacific Banks","303"
"FCNCA","First Citizens Bancshares Inc.","919-716-7000","919-716-7074","4300 Six Forks Road Raleigh,         NC 27608 United States -","","N/A","Financial","Regional - Mid-Atlantic Banks","4,421"
"FCLF","First Clover Leaf Financial Corp.","618-656-6200","","300 St Louis Street Edwardsville,         IL 62025 United States -","","","","",""
"FCBC","First Community Bancshares, Inc. (Bluefield)","276-326-9000","276-326-9010","One Community Place PO Box 989 Bluefield,         VA 24605-0989","","N/A","Financial","Regional - Mid-Atlantic Banks","683"
"FCCO","First Community Corporation","803-951-2265","803-951-1722","5455 Sunset Boulevard Lexington,         SC 29072 United States -","","N/A","Financial","Regional - Southwest  Banks","160"
"FBNK","First Connecticut Bancorp, Inc.","860-676-4600","","One Farm Glen Boulevard Farmington,         CT 06032 United States -","","","","",""
"FDEF","First Defiance Financial Corp.","419-782-5015","419-782-5145","601 Clinton Street Defiance,         OH 43512 United States -","","N/A","Financial","Savings & Loans","536"
"FFBH","First Federal Bancshares of Arkansas Inc.","870-741-7641","870-741-8533","1401 Highway 62-65 North Harrison,         AR 72601 United States -","","N/A","Financial","Savings & Loans","220"
"FFNM","First Federal of Northern Michigan Bancorp, Inc.","989-356-9041","","100 South Second Avenue Alpena,         MI 49707 United States -","","","","",""
"FFBC","First Financial Bancorp.","513-979-5837","513-867-3111","4000 Smith Road Cincinnati,         OH 45209 United States -","","N/A","Financial","Regional - Midwest Banks","1,664"
"FFBCW","","","","","","","","",""
"FFIN","First Financial Bankshares Inc.","325-627-7155","325-627-7393","400 Pine Street PO Box 701 Abilene,         TX 79601","","N/A","Financial","Regional - Southwest  Banks","1,000"
"THFF","First Financial Corp.","812-238-6000","812-235-0555","One First Financial Plaza PO Box 540 Terre Haute,         IN 47808-0540","","N/A","Financial","Regional - Midwest Banks","813"
"FFCH","First Financial Holdings Inc.","843-529-5931","843-529-5929","2440 Mall Drive Charleston,         SC 29406 United States -","","N/A","Financial","Savings & Loans","876"
"FFNW","First Financial Northwest, Inc.","425-255-4400","425-228-7227","201 Wells Avenue South Renton,         WA 98057 United States -","","N/A","Financial","Regional - Pacific Banks","112"
"FFKY","First Financial Service Corp.","270-765-2131","270-737-1353","2323 Ring Road Elizabethtown,         KY 42701 United States -","","N/A","Financial","Regional - Southeast Banks","315"
"FIBK","First Interstate Bancsystem Inc.","406-255-5390","406-255-5350","401 North 31st Street Billings,         MT 59116-0918 United States -","","N/A","Financial","Regional - Pacific Banks","1,723"
"FMFC","First M&F Corp.","662-289-5121","662-856-5524","134 West Washington Street Kosciusko,         MS 39090 United States -","","N/A","Financial","Regional - Southeast Banks","496"
"FRME","First Merchants Corp.","765-747-1500","765-282-6304","200 East Jackson Street PO Box 792 Muncie,         IN 47305-2814","","N/A","Financial","Regional - Midwest Banks","1,178"
"FMBI","First Midwest Bancorp Inc.","630-875-7450","630-875-7369","One Pierce Place Suite 1500 PO Box 459 Itasca,         IL 60143-9768","","N/A","Financial","Regional - Midwest Banks","1,833"
"FNFG","First Niagara Financial Group Inc.","716-819-5500","716-625-8405","726 Exchange Street Suite 618 Buffalo,         NY 14210","","","","",""
"BANC","First Pactrust Bancorp Inc.","619-691-1519","619-427-6692","610 Bay Boulevard Chula Vista,         CA 91910 United States -","","N/A","Financial","Regional - Pacific Banks","95"
"FRCCO","","","","","","","","",""
"FSFG","First Savings Financial Group, Inc.","812-283-0724","","501 East Lewis &amp; Clark Parkway Clarksville,         IN 47129 United States -","","","","",""
"FSGI","First Security Group, Inc.","423-266-2000","","531 Broad Street Chattanooga,         TN 37402 United States -","","","","",""
"FSLR","First Solar, Inc.","602-414-9300","602-414-9400","350 West Washington Street Suite 600 Tempe,         AZ 85281","","Nasdaq 100","Technology","Semiconductor - Specialized","6,100"
"FSBK","First South Bancorp Inc.","252-946-4178","252-946-3873","1311 Carolina Avenue Washington,         NC 27889 United States -","","N/A","Financial","Savings & Loans","268"
"BICK","","","","","","","","",""
"SKYY","","800-621-1675","","","","","","",""
"CU","","","","","","","","",""
"PLTM","","","","","","","","",""
"CARZ","","800-621-1675","","","","","","",""
"QABA","","","","","","","","",""
"FONE","","800-621-1675","","","","","","",""
"GRID","","","","","","","","",""
"QCLN","","","","","","","","",""
"QQEW","","","","","","","","",""
"QQXT","","","","","","","","",""
"QTEC","","","","","","","","",""
"FUNC","First United Corporation","800-470-4356","","19 South Second Street PO Box 9 Oakland,         MD 21550-0009","","","","",""
"FBMI","Firstbank Corporation","989-463-3131","989-463-6438","311 Woodworth Avenue Alma,         MI 48801 United States -","","N/A","Financial","Regional - Midwest Banks","435"
"FCFC","FirstCity Financial Corp.","254-761-2800","254-751-7648","6400 Imperial Drive Waco,         TX 76712 United States -","","N/A","Financial","Asset Management","264"
"SVVC","","","","","","","","",""
"FMER","FirstMerit Corporation","330-996-6300","330-384-7321","III Cascade Plaza 7th Floor Akron,         OH 44308-1103","","N/A","Financial","Regional - Midwest Banks","3,058"
"FSRV","FirstService Corp.","416-960-9500","416-960-5333","1140 Bay Street Suite 4000 First Service Building Toronto,         ON M5S 2B4","","N/A","N/A","N/A","20,000"
"FISV","Fiserv, Inc.","262-879-5000","262-879-5013","255 Fiserv Drive Brookfield,         WI 53045-5815 United States -","","Nasdaq 100","Services","Business Services","19,000"
"FSCI","Fisher Communications Inc.","206-404-7000","206-404-6037","140 4th Avenue North Suite 500 Seattle,         WA 98109","","N/A","Services","Broadcasting - TV","828"
"FLML","Flamel Technologies SA","33 4 72 78 34 34","33 4 72 78 34 35","33 Avenue Du Drgeorges Levy Venissieux,          69693 France -","","N/A","Healthcare","Drug Delivery","291"
"FLXS","Flexsteel Industries Inc.","563-556-7730","563-556-8345","3400 Jackson Street Dubuque,         IA 52004-0877 United States -","","N/A","Consumer Goods","Home Furnishings & Fixtures","1,300"
"FLEX","Flextronics International Ltd.","65 6890 7188","65 6543 1888","No 2 Changi South Lane Singapore,          486123 Singapore -","","Nasdaq 100","Technology","Printed Circuit Boards","176,000"
"FLIR","FLIR Systems, Inc.","503-498-3547","503-498-3904","27700A SW Parkway Avenue Wilsonville,         OR 97070 United States -","","N/A","Industrial Goods","Aerospace/Defense Products & Services","3,215"
"FLOW","Flow International Corp.","253-850-3500","253-813-9377","23500-64th Avenue South Kent,         WA 98032 United States -","","N/A","Industrial Goods","Diversified Machinery","616"
"FLDM","Fluidigm Corporation","650-266-6000","650-871-7152","7000 Shoreline Court Suite 100 South San Francisco,         CA 94080","","N/A","Technology","Scientific & Technical Instruments","206"
"FFIC","Flushing Financial Corp.","718-961-5400","718-961-7646","1979 Marcus Avenue Suite E140 Lake Success,         NY 11042","","N/A","Financial","Savings & Loans","345"
"FNBN","FNB United Corp.","336-626-8300","336-625-2452","150 South Fayetteville Street PO Box 1328 Asheboro,         NC 27203","","N/A","Financial","Regional - Mid-Atlantic Banks","462"
"FMCN","Focus Media Holding Ltd.","852 3752 8009","852 3583 0082","Unit No 1 20th Floor The Centrium 60 Wyndham Street Central,","","N/A","Services","Advertising Agencies","5,151"
"FONR","Fonar Corp.","631-694-2929","631-753-5150","110 Marcus Drive Melville,         NY 11747 United States -","","N/A","Healthcare","Medical Appliances & Equipment","214"
"VIFL","Food Technology Service Inc.","863-425-0039","863-425-5526","502 Prairie Mine Road Mulberry,         FL 33860 United States -","","N/A","Services","Business Services","13"
"FES","Forbes Energy Services Ltd.","361-664-0549","361-664-0599","3000 South Business Highway 281 Alice,         TX 78332 United States -","","N/A","N/A","N/A","2,410"
"FORM","FormFactor Inc.","925-290-4000","925-290-4010","7005 SouthFront Road Livermore,         CA 94551 United States -","","N/A","Technology","Semiconductor - Broad Line","729"
"FORTY","Formula Systems (1985) Ltd.","972 3 538 9487","972 3 538 9645","5 HaPlada Street Or Yehuda,          60218 Israel -","","N/A","Technology","Business Software & Services","5,339"
"FORR","Forrester Research Inc.","617-613-6000","617-613-5200","400 Technology Square Cambridge,         MA 02139 United States -","","N/A","Services","Research Services","1,222"
"FTNT","Fortinet Inc.","408-235-7700","408-235-7737","1090 Kifer Road Sunnyvale,         CA 94086 United States -","","N/A","Technology","Application Software","1,527"
"FWRD","Forward Air Corp.","423-636-7000","423-639-7221","430 Airport Road Greeneville,         TN 37745 United States -","","N/A","Services","Air Delivery & Freight Services","1,627"
"FORD","Forward Industries Inc.","310-526-3005","","3110 Main Street Suite 400 Santa Monica,         CA 90405","","","","",""
"FOSL","Fossil, Inc.","972-234-2525","972-234-4669","2280 North Greenville Avenue Richardson,         TX 75082 United States -","","Nasdaq 100","Consumer Goods","Recreational Goods, Other","10,500"
"FWLT","Foster Wheeler AG","41 22 741 80 00","","80 Rue de Lausanne Geneva,          1202 Switzerland -","","","","",""
"FXCB","Fox Chase Bancorp, Inc.","215-682-7400","215-682-4147","4390 Davisville Road Hatboro,         PA 19040 United States -","","N/A","Financial","Savings & Loans","127"
"FRAN","Francesca's Holdings Corporation","713-864-1358","713-426-2751","3480 West 12th Street Houston,         TX 77008 United States -","","N/A","Services","Specialty Retail, Other","462"
"FELE","Franklin Electric Co. Inc.","260-824-2900","260-824-2909","400 East Spring Street Bluffton,         IN 46714 United States -","","N/A","Industrial Goods","Industrial Electrical Equipment","3,470"
"FRNK","Franklin Financial Corporation","804-967-7000","","4501 Cox Road Glen Allen,         VA 23060 United States -","","","","",""
"FRED","Fred's, Inc.","901-365-8880","901-365-8865","4300 New Getwell Road Memphis,         TN 38118 United States -","","N/A","Services","Discount, Variety Stores","4,873"
"FREE","FreeSeas Inc.","30 210 45 28 770","30 210 42 91 010","89 Akti Miaouli &amp; 4 Mavrokordatou Street Piraeus,          185 38 Greece -","","N/A","Services","Shipping","N/A"
"RAIL","FreightCar America Inc.","800-458-2235","814-533-5010","Two North Riverside Plaza Suite 1250 Chicago,         IL 60606","","N/A","Services","Railroads","464"
"FEIM","Frequency Electronics Inc.","516-794-4500","516-794-4340","55 Charles Lindbergh Boulevard Mitchel Field,         NY 11553 United States -","","N/A","Technology","Communication Equipment","350"
"FFN","FriendFinder Networks Inc.","561-912-7000","561-912-7038","6800 Broken Sound Parkway Suite 100 Boca Raton,         FL 33487","","N/A","Technology","Internet Software & Services","400"
"FTR","Frontier Communications Corporation","203-614-5600","203-614-4602","3 High Ridge Park Stamford,         CT 06905-1390 United States -","","N/A","Technology","Telecom Services - Domestic","15,250"
